0 0;0 1
123457277 12341455;123457276 12341455
123457211 12341363;123457212 12341363
123457269 12341277;123457269 12341276
123456967 12341441;123456967 12341442
123456851 12341343;123456851 12341342
123457221 12341333;123457222 12341333
123456798 12341270;123456799 12341270
123457047 12341255;123457046 12341255
123457286 12341250;123457286 12341249
123456884 12341406;123456885 12341406
123457263 12341243;123457264 12341243
123457266 12341354;123457266 12341355
123457060 12341246;123457060 12341245
123456964 12341478;123456964 12341477
123457248 12341460;123457249 12341460
123456949 12341421;123456950 12341421
123457150 12341378;123457149 12341378
123457102 12341334;123457103 12341334
123457240 12341314;123457241 12341314
123456946 12341258;123456947 12341258
123457165 12341427;123457166 12341427
123457259 12341235;123457260 12341235
123456807 12341351;123456807 12341350
123457128 12341332;123457129 12341332
123456901 12341263;123456902 12341263
123457222 12341474;123457222 12341473
123457083 12341437;123457082 12341437
123456813 12341273;123456814 12341273
123456791 12341259;123456791 12341260
123457054 12341270;123457054 12341269
123456863 12341473;123456862 12341473
123456892 12341416;123456892 12341415
123456880 12341244;123456881 12341244
123457236 12341452;123457235 12341452
123457013 12341323;123457014 12341323
123457180 12341478;123457179 12341478
123457256 12341344;123457255 12341344
123457164 12341468;123457165 12341468
123456911 12341471;123456911 12341472
123457272 12341402;123457271 12341402
123457084 12341414;123457083 12341414
123456965 12341473;123456966 12341473
123457101 12341301;123457101 12341302
123457103 12341339;123457102 12341339
123456850 12341376;123456850 12341377
123456905 12341417;123456904 12341417
123457272 12341262;123457271 12341262
123456972 12341402;123456973 12341402
123457285 12341311;123457286 12341311
123457238 12341374;123457239 12341374
123457216 12341286;123457215 12341286
123456837 12341417;123456836 12341417
123457158 12341390;123457159 12341390
123457073 12341331;123457072 12341331
123456839 12341387;123456838 12341387
123457199 12341441;123457198 12341441
123456902 12341386;123456902 12341387
123456879 12341335;123456880 12341335
123457179 12341461;123457178 12341461
123456881 12341351;123456880 12341351
123456855 12341473;123456854 12341473
123457063 12341481;123457064 12341481
123456960 12341466;123456960 12341465
123457137 12341257;123457137 12341256
123456861 12341281;123456862 12341281
123457078 12341442;123457077 12341442
123456855 12341301;123456856 12341301
123457119 12341321;123457120 12341321
123457185 12341347;123457184 12341347
123457164 12341368;123457165 12341368
123456993 12341359;123456992 12341359
123457194 12341382;123457193 12341382
123457239 12341313;123457239 12341314
123456937 12341245;123456938 12341245
123457217 12341291;123457218 12341291
123457227 12341415;123457228 12341415
123456990 12341282;123456991 12341282
123456988 12341274;123456987 12341274
123457268 12341402;123457268 12341401
123457261 12341341;123457261 12341340
123457273 12341257;123457274 12341257
123456860 12341440;123456860 12341439
123457192 12341366;123457192 12341365
123456847 12341355;123456846 12341355
123457113 12341363;123457112 12341363
123456936 12341362;123456936 12341361
123457069 12341283;123457068 12341283
123457273 12341421;123457272 12341421
123457245 12341275;123457245 12341274
123457020 12341418;123457019 12341418
123457170 12341468;123457169 12341468
123456809 12341291;123456810 12341291
123456862 12341470;123456861 12341470
123456980 12341428;123456979 12341428
123456939 12341321;123456938 12341321
123456903 12341363;123456904 12341363
123457238 12341256;123457237 12341256
123457266 12341264;123457266 12341265
123456823 12341251;123456822 12341251
123457153 12341455;123457152 12341455
123456843 12341473;123456844 12341473
123457135 12341401;123457136 12341401
123456960 12341444;123456959 12341444
123457170 12341454;123457169 12341454
123456907 12341327;123456908 12341327
123456848 12341454;123456848 12341455
123457188 12341426;123457187 12341426
123457185 12341417;123457186 12341417
123457111 12341449;123457112 12341449
123456973 12341429;123456972 12341429
123457207 12341281;123457206 12341281
123457070 12341466;123457069 12341466
123457136 12341382;123457137 12341382
123457188 12341404;123457188 12341405
123457237 12341413;123457236 12341413
123457065 12341393;123457064 12341393
123457173 12341279;123457174 12341279
123457174 12341428;123457173 12341428
123456801 12341437;123456800 12341437
123457205 12341275;123457205 12341276
123457230 12341430;123457231 12341430
123456802 12341376;123456803 12341376
123457250 12341366;123457250 12341367
123457005 12341331;123457006 12341331
123456879 12341481;123456878 12341481
123457053 12341323;123457052 12341323
123456910 12341444;123456909 12341444
123457196 12341376;123457195 12341376
123457077 12341347;123457077 12341346
123456998 12341298;123456999 12341298
123457044 12341416;123457044 12341415
123457217 12341333;123457218 12341333
123457209 12341483;123457210 12341483
123456844 12341300;123456843 12341300
123457238 12341442;123457237 12341442
123456846 12341276;123456845 12341276
123456915 12341399;123456916 12341399
123457228 12341372;123457228 12341371
123456989 12341363;123456990 12341363
123456878 12341406;123456879 12341406
123456849 12341257;123456848 12341257
123457227 12341389;123457226 12341389
123457285 12341347;123457286 12341347
123457004 12341318;123457003 12341318
123457259 12341375;123457258 12341375
123456936 12341398;123456937 12341398
123456884 12341288;123456885 12341288
123457224 12341468;123457223 12341468
123457109 12341327;123457109 12341328
123456843 12341251;123456844 12341251
123456978 12341406;123456977 12341406
123457094 12341286;123457093 12341286
123456827 12341241;123456827 12341242
123456996 12341324;123456997 12341324
123456872 12341416;123456873 12341416
123457040 12341410;123457041 12341410
123456969 12341277;123456970 12341277
123457247 12341461;123457248 12341461
123457282 12341302;123457283 12341302
123456849 12341451;123456850 12341451
123457061 12341319;123457060 12341319
123456974 12341438;123456974 12341437
123456917 12341383;123456917 12341384
123456872 12341304;123456873 12341304
123456880 12341274;123456879 12341274
123456970 12341330;123456970 12341329
123457234 12341252;123457234 12341251
123457259 12341419;123457260 12341419
123456819 12341315;123456818 12341315
123456884 12341390;123456883 12341390
123456999 12341457;123456999 12341458
123457029 12341369;123457028 12341369
123457086 12341420;123457087 12341420
123456863 12341359;123456863 12341360
123456873 12341391;123456873 12341392
123456904 12341276;123456903 12341276
123457081 12341447;123457080 12341447
123456916 12341386;123456915 12341386
123457264 12341244;123457264 12341245
123456945 12341371;123456945 12341370
123457165 12341307;123457165 12341306
123457061 12341259;123457062 12341259
123457236 12341312;123457237 12341312
123456881 12341317;123456881 12341316
123457216 12341300;123457216 12341301
123457006 12341362;123457006 12341361
123457142 12341318;123457143 12341318
123457276 12341342;123457277 12341342
123457106 12341288;123457105 12341288
123457232 12341430;123457233 12341430
123457117 12341451;123457118 12341451
123456894 12341378;123456893 12341378
123456883 12341347;123456884 12341347
123457043 12341279;123457043 12341278
123457087 12341343;123457086 12341343
123457031 12341349;123457032 12341349
123456966 12341324;123456965 12341324
123456921 12341473;123456920 12341473
123457147 12341451;123457146 12341451
123457276 12341380;123457276 12341381
123457057 12341363;123457057 12341364
123457201 12341331;123457202 12341331
123457161 12341283;123457162 12341283
123457057 12341407;123457056 12341407
123456844 12341330;123456845 12341330
123456894 12341328;123456894 12341327
123457160 12341382;123457159 12341382
123457001 12341333;123457001 12341334
123456946 12341482;123456947 12341482
123456904 12341248;123456905 12341248
123457263 12341427;123457262 12341427
123457276 12341358;123457275 12341358
123457251 12341477;123457252 12341477
123457147 12341339;123457148 12341339
123457240 12341380;123457241 12341380
123457277 12341239;123457276 12341239
123457062 12341378;123457063 12341378
123457079 12341435;123457080 12341435
123456902 12341304;123456903 12341304
123457081 12341445;123457080 12341445
123457267 12341383;123457268 12341383
123456810 12341478;123456810 12341479
123457080 12341252;123457081 12341252
123456985 12341245;123456986 12341245
123457014 12341462;123457015 12341462
123456953 12341409;123456954 12341409
123457101 12341337;123457100 12341337
123456855 12341469;123456856 12341469
123456973 12341405;123456974 12341405
123457082 12341318;123457082 12341317
123457102 12341446;123457101 12341446
123457164 12341254;123457164 12341253
123457089 12341475;123457090 12341475
123457171 12341383;123457170 12341383
123457106 12341256;123457105 12341256
123457041 12341471;123457042 12341471
123456813 12341445;123456814 12341445
123457247 12341241;123457248 12341241
123456932 12341480;123456932 12341481
123456968 12341298;123456968 12341297
123456821 12341423;123456822 12341423
123457274 12341388;123457274 12341389
123456864 12341260;123456865 12341260
123457006 12341408;123457007 12341408
123457245 12341289;123457244 12341289
123456882 12341234;123456883 12341234
123457017 12341411;123457018 12341411
123456979 12341293;123456980 12341293
123456793 12341465;123456793 12341464
123456993 12341361;123456994 12341361
123457037 12341369;123457038 12341369
123456970 12341386;123456971 12341386
123457260 12341266;123457259 12341266
123457108 12341342;123457108 12341341
123456862 12341410;123456862 12341411
123457028 12341262;123457027 12341262
123456918 12341324;123456917 12341324
123456958 12341374;123456959 12341374
123457060 12341442;123457060 12341443
123456939 12341415;123456940 12341415
123457205 12341311;123457206 12341311
123457011 12341307;123457010 12341307
123457011 12341269;123457012 12341269
123456987 12341285;123456988 12341285
123457140 12341460;123457140 12341461
123457068 12341408;123457067 12341408
123457097 12341375;123457098 12341375
123456903 12341273;123456902 12341273
123456893 12341243;123456893 12341242
123457255 12341357;123457255 12341358
123457107 12341467;123457106 12341467
123457117 12341467;123457118 12341467
123456988 12341420;123456988 12341419
123457224 12341302;123457223 12341302
123456869 12341455;123456870 12341455
123457138 12341274;123457139 12341274
123457158 12341252;123457159 12341252
123457256 12341470;123457256 12341471
123457138 12341250;123457139 12341250
123457214 12341462;123457215 12341462
123456977 12341303;123456978 12341303
123457049 12341317;123457048 12341317
123456818 12341376;123456817 12341376
123457043 12341335;123457042 12341335
123457041 12341403;123457040 12341403
123456806 12341468;123456806 12341469
123457266 12341382;123457266 12341383
123456935 12341435;123456934 12341435
123457229 12341449;123457230 12341449
123457105 12341385;123457106 12341385
123457060 12341238;123457060 12341239
123457139 12341373;123457138 12341373
123457158 12341408;123457159 12341408
123456893 12341389;123456894 12341389
123457278 12341324;123457278 12341323
123457125 12341421;123457124 12341421
123456945 12341377;123456944 12341377
123456988 12341294;123456989 12341294
123457003 12341391;123457004 12341391
123457286 12341318;123457285 12341318
123456846 12341400;123456847 12341400
123457054 12341252;123457055 12341252
123457176 12341368;123457177 12341368
123457245 12341311;123457245 12341312
123457219 12341267;123457219 12341266
123457091 12341373;123457092 12341373
123457015 12341265;123457014 12341265
123457213 12341259;123457214 12341259
123457172 12341276;123457171 12341276
123456892 12341338;123456892 12341339
123457122 12341316;123457121 12341316
